                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                 1.5783,                 1.3539,                  1.074,                 0.4174,                0.33371,                0.33079,                0.19082,                 1.4843,                 1.2413,                 1.0598,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.5832,                 1.3534,                 1.0751,                0.42136,                0.33392,                0.33145,                0.19164,                 1.4828,                 1.2402,                 1.0579,               0.005842,               0.005842,               0.005842
                     86,                 1.5824,                 1.3583,                 1.0771,                0.42216,                0.33547,                0.33269,                0.19237,                 1.4817,                 1.2383,                 1.0573,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.5901,                   1.36,                 1.0761,                0.41946,                0.34089,                0.33226,                0.19181,                 1.4825,                 1.2376,                 1.0581,               0.005743,               0.005743,               0.005743
                     88,                 1.5764,                 1.3441,                 1.0761,                0.41518,                0.34294,                0.33249,                0.19266,                 1.4802,                 1.2349,                  1.057,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.5833,                 1.3465,                 1.0735,                0.41931,                0.33561,                0.33115,                0.19161,                 1.4806,                 1.2337,                 1.0566,               0.005644,               0.005644,               0.005644
                     90,                  1.585,                 1.3497,                 1.0746,                0.41846,                0.33947,                 0.3328,                 0.1932,                 1.4785,                 1.2325,                 1.0559,              0.0055945,              0.0055945,              0.0055945
                     91,                  1.581,                 1.3457,                 1.0767,                0.42647,                0.33523,                0.33462,                0.19428,                 1.4784,                 1.2338,                 1.0566,               0.005545,               0.005545,               0.005545
                     92,                 1.5751,                 1.3362,                 1.0749,                0.41721,                0.33837,                0.33351,                 0.1934,                 1.4775,                 1.2307,                 1.0557,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.5812,                 1.3361,                 1.0727,                0.42889,                0.33722,                 0.3342,                0.19397,                 1.4766,                 1.2296,                 1.0558,               0.005446,               0.005446,               0.005446
                     94,                 1.5797,                 1.3489,                 1.0741,                0.42873,                0.33956,                0.33509,                 0.1944,                  1.475,                 1.2291,                 1.0551,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.5764,                  1.341,                 1.0736,                0.43918,                0.33148,                0.33512,                0.19457,                 1.4751,                 1.2302,                 1.0553,               0.005347,               0.005347,               0.005347
                     96,                 1.5706,                 1.3374,                 1.0706,                0.43213,                0.33848,                0.33673,                0.19594,                 1.4753,                 1.2275,                 1.0556,              0.0052975,              0.0052975,              0.0052975
                     97,                  1.562,                 1.3302,                 1.0707,                0.42798,                0.34134,                0.33613,                 0.1952,                 1.4741,                 1.2262,                 1.0549,               0.005248,               0.005248,               0.005248
                     98,                 1.5685,                 1.3318,                 1.0686,                0.43497,                0.33932,                0.33691,                0.19565,                 1.4737,                 1.2236,                 1.0541,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.5641,                 1.3274,                 1.0701,                0.42792,                0.33894,                0.33656,                0.19565,                 1.4737,                 1.2236,                 1.0536,               0.005149,               0.005149,               0.005149
                    100,                 1.5657,                 1.3311,                 1.0693,                0.42921,                0.34042,                0.33767,                0.19609,                 1.4715,                 1.2216,                 1.0531,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.5632,                  1.321,                 1.0681,                0.43612,                0.33661,                0.33806,                0.19688,                 1.4707,                 1.2201,                 1.0525,                0.00505,                0.00505,                0.00505
                    102,                 1.5701,                 1.3301,                  1.066,                0.43698,                0.33865,                0.33792,                0.19723,                 1.4693,                 1.2201,                 1.0523,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.5684,                 1.3287,                  1.069,                0.43779,                0.34044,                0.33881,                0.19752,                  1.469,                 1.2198,                 1.0521,               0.004951,               0.004951,               0.004951
                    104,                 1.5608,                 1.3242,                 1.0673,                0.43501,                0.34104,                 0.3392,                0.19756,                 1.4681,                 1.2178,                 1.0518,              0.0049015,              0.0049015,              0.0049015
                    105,                  1.567,                 1.3248,                 1.0677,                0.43672,                0.34377,                0.33983,                0.19818,                 1.4674,                 1.2172,                 1.0514,               0.004852,               0.004852,               0.004852
                    106,                 1.5675,                  1.329,                 1.0688,                0.43519,                0.34559,                0.34016,                0.19792,                 1.4668,                 1.2153,                 1.0513,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.5631,                 1.3172,                 1.0669,                0.43382,                0.34474,                0.33988,                0.19758,                 1.4663,                 1.2131,                 1.0511,               0.004753,               0.004753,               0.004753
                    108,                 1.5733,                 1.3202,                 1.0668,                0.43296,                0.34421,                0.33962,                0.19782,                 1.4664,                 1.2138,                 1.0508,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.5614,                 1.3154,                  1.065,                0.43195,                0.34442,                0.34039,                0.19833,                 1.4669,                 1.2137,                 1.0509,               0.004654,               0.004654,               0.004654
                    110,                 1.5655,                 1.3124,                 1.0647,                  0.435,                0.34318,                0.34071,                0.19838,                 1.4666,                 1.2125,                 1.0505,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.5656,                 1.3213,                 1.0688,                0.43647,                0.34395,                0.34162,                0.19897,                  1.466,                 1.2116,                 1.0504,               0.004555,               0.004555,               0.004555
                    112,                 1.5595,                 1.3151,                 1.0647,                0.43553,                0.34522,                0.34208,                0.19946,                 1.4661,                 1.2114,                 1.0502,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.5538,                 1.3078,                 1.0637,                0.43744,                0.34424,                0.34243,                0.19991,                 1.4653,                 1.2103,                   1.05,               0.004456,               0.004456,               0.004456
                    114,                 1.5581,                 1.3118,                  1.064,                0.43369,                0.34453,                0.34292,                0.20036,                 1.4646,                 1.2101,                 1.0499,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.5615,                 1.3145,                 1.0689,                0.43493,                0.34543,                0.34308,                0.20078,                 1.4636,                 1.2092,                 1.0498,               0.004357,               0.004357,               0.004357
                    116,                 1.5677,                 1.3144,                 1.0672,                0.43113,                0.34727,                0.34282,                0.20066,                 1.4637,                 1.2086,                 1.0496,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.5544,                 1.3087,                  1.064,                0.43565,                 0.3432,                0.34282,                0.20066,                 1.4629,                 1.2078,                 1.0493,               0.004258,               0.004258,               0.004258
